id_direccion|Número exterior o kilómetro|Letra exterior|Tipo de asentamiento humano|Nombre de asentamiento humano|Código Postal|Clave entidad|Clave municipio|Clave localidad|Área geoestadística básica |Manzana
2629|96||COLONIA|LOMA DORADA|76060|22|14|1|084A|63
2630|1207||COLONIA|DESARROLLO SAN PABLO|76130|22|14|1|3420|17
2631|795||COLONIA|La Sierrita|76137|22|14|1|1142|2
2632|0||COLONIA|NINGUNA|76140|30|204|1|54|23
2633|409||COLONIA|JARDINES DE LA HACIENDA|76180|22|14|1|1551|13
2634|709||COLONIA|EL JACAL|76187|22|14|1|619|21
2635|0|KILÓMETRO 4+500||EL ROSARIO|76201|22|14|210|1532|800
2636|0|KM 34|FRACCIÓN|SANTA ROSA JAUREGUI|76212|22|14|7013|17|800
2637|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2638|0|KILÓMETRO 202||SAN ISIDRO MIRANDA|76240|22|11|7024|027A|800
2639|0|SN||SAN ISIDRO MIRANDA|76240|22|11|7025|027A|800
2640|0|SN||CAMINO DE TERRACERIA AL AUTODROMO|76240|22|11|151|68|800
2641|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2642|103|||LA CAÑADA|76240|22|11|401|027A|800
2643|0|SN||SALDARRIAGA|76240|22|11|7207|027A|800
2644|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2645|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2646|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2647|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2648|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2649|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2650|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2651|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2652|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2653|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2654|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2655|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2656|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2657|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2658|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2659|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2660|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2661|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2662|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2663|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2664|0|SN||LA CANADÁ|76240|22|11|401|027A|800
2665|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2666|0|KILÓMETRO 8||LA CAÑADA|76240|22|11|401|027A|800
2667|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2668|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2669|0|SN|SECTOR|LA CAÑADA|76240|22|11|401|027A|800
2670|0|KILÓMETRO 8+500||LA CAÑADA|76240|22|11|401|027A|800
2671|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2672|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2673|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2674|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2675|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2676|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2677|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2678|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2679|0|SN||LA CAÑADA|76240|22|11|401|027A|800
2680|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2681|9|||LA CAÑADA|76240|22|11|7207|027A|800
2682|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2683|19|||LA CAÑADA|76240|22|11|7207|027A|800
2684|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2685|9||BARRIO|SAN FELIPE DE JESUS|76240|22|11|401|027A|800
2686|186|||LA CAÑADA|76240|22|11|401|027A|800
2687|2|||LA CAÑADA|76240|22|11|7207|027A|800
2688|11|||LA CAÑADA|76240|22|11|7207|027A|800
2689|0|SN||LA CAÑADA|76240|22|11|7207|027A|800
2690|0|SN||LA CANADÁ|76240|22|11|1|161|39
2691|0|SN|PROLONGACIÓN|LA MARIOLA|76240|22|11|294|68|800
2692|0|KILÓMETRO 8+500||LA CAÑADA|76240|22|11|401|027A|800
2693|0|KILÓMETRO 10+500||LOCALIDAD SALDARRIAGA|76240|22|14|467|006A|18
2694|0|KILÓMETRO 8+300|SECTOR|LOCALIDAD LA CAÑADA|76240|22|11|7207|027A|800
2695|0|SN|SECTOR|LA GRIEGA|76249|22|11|7023|104|800
2696|0|SN|SECTOR|BANCO DE ARENILLA LA GRIEGA|76249|22|11|295|104|800
2697|0|KILÓMETRO 17|SECTOR|JESUS MARIA|76249|22|11|155|68|800
2698|0|SN|PROLONGACIÓN|LA PALIZADA|76249|22|11|251|68|800
2699|0|SN|PROLONGACIÓN|RANCHO LA LUZ|76261|22|11|294|68|800
2700|0|SN|SECTOR|NINGUNO|76265|22|11|97|002A|800
2701|0|SN||MUNICIPIO DE COLÓN|76270|22|5|7204|41|800
2702|0|KILÓMETRO 1+500|COTO|MUNICIPIO DE COLÓN|76270|22|5|7204|41|800
2703|0|SN|SECTOR|EL LLANITO|76270|22|5|7204|41|800
2704|0|SN|COTO|NINGUNO|76270|22|5|7204|41|800
2705|0|KILÓMETRO 1+500||MUNICIPIO COLÓN|76270|22|5|7204|41|800
2706|0|SN|SECTOR|SORIANO|76270|22|5|7204|41|800
2707|0|SN|SECTOR|NINGUNO|76280|22|5|103|75|24
2708|0|SN|SECTOR|SAN MARTÍN|76280|22|5|45|75|22
2709|0|KILÓMETRO 44+400||CADEREYTA DE MONTES|76500|22|7|286|12|800
2710|0|SN|PARQUE INDUSTRIAL|CADEREYTA|76500|22|7|286|12|800
2711|0|KILÓMETRO 44+500||MUNICIPIO DE CADEREYTA DE MONTES|76500|22|7|286|12|1
2712|3|SN||VIZARRON DE MONTES|76509|22|4|129|63|36
2713|0|KILÓMETRO 74+600|SECTOR|NINGUNO|76509|22|4|7009|256|800
2714|0|KILÓMETRO 75+300|SECTOR|LOCALIDAD RURAL VIZARRON|76509|22|4|129|63|800
2715||||VIZARRON DE MONTES|76509|22|4|129|63|800
2716|0|SN||VIZARRON DE MONTES|76511|22|4|63|260|1
2717|0|SN|BARRIO|BARRIO EL PULPITO|76526|22|4|87|256|800
2718|0|SN|PARAJE|COMUNIDAD DEL MAGUEY BLANCO|76530|22|4|263|237|800
2719|0|SN|PARAJE|PARAJE NINGUNO|76534|22|4|7203|256|1
2720|0|SN||PARAJE NINGUNO|76534|22|4|7203|256|800
2721|0|SN||PARAJE NINGUNO|76534|22|4|31|256|19
2722|0|SN||PARAJE NINGUNO|76534|22|4|31|256|19
2723|0|SN|SECTOR|EL SOMBRERETE CERRO DEL SALVADOR|76536|22|4|111|260|11
2724|0|KILÓMETRO 0+500||SAN ANTONIO DE LA CAL LOCALIDAD MAS CERCANA|76649|22|18|47|88|21
2725|0|KILOMETRO 14+500||LOCALIDAD ECONOMICA|76694|22|7|205|46|800
2726|0|SN||ESCOLÁSTICAS|76740|22|12|13|351|45
2727|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7009|46|800
2728|0|SN|SECTOR|LOCALIDAD ESCOLÁSTICAS|76740|22|12|7205|46|800
2729|0|SN|EJIDO|AJUCHITLANCITO|76740|22|12|7010|46|800
2730|0|SN|EJIDO|AJUCHITLANCITO|76740|22|12|7010|46|800
2731|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7010|46|800
2732|0|SN|SECTOR|ESCOLÁSTICAS|76740|22|12|7009|46|800
2733|0|SN||ESCOLÁSTICAS|76740|22|12|7009|46|800
2734|0|SN|SECTOR|LOCALIDAD ESCOLÁSTICAS|76740|22|12|7205|46|800
2735|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7205|46|800
2736|0|SN||ESCOLÁSTICAS|76740|22|12|7205|46|800
2737|6||SECTOR|ESCOLÁSTICAS|76740|22|12|7206|46|800
2738|0|SN||ESCOLÁSTICAS|76740|22|12|13|351|45
2739|0|SN||ESCOLÁSTICAS|76740|22|12|13|351|41
2740|0|SN|SECTOR|ESCOLÁSTICAS|76740|22|12|13|351|41
2741|0|SN|SECTOR|ESCOLÁSTICAS|76740|22|12|13|351|45
2742|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|180|46|800
2743|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7009|46|800
2744|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7009|46|800
2745|0|SN||ESCOLÁSTICAS|76740|22|12|7205|46|800
2746|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7205|46|800
2747|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7205|46|800
2748|0|SN||ESCOLÁSTICAS|76740|22|12|7205|46|800
2749|0|SN||ESCOLÁSTICAS|76740|22|12|7206|46|800
2750|0|SN||ESCOLÁSTICAS|76740|22|12|7205|46|800
2751|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7009|46|800
2752|0|SN|SECTOR|LOCALIDAD ESCOLÁSTICAS|76740|22|12|7206|46|800
2753|0|SN|EJIDO|ESCOLÁSTICAS|76740|22|12|7205|46|800
2754|42||COLONIA|ADOLFO LÓPEZ MATEOS|76750|22|17|1|235|26
2755|26|||NUEVO PARQUE INDUSTRIAL|76810|22|16|1|628|14
2756|0|SN|COTO|DOLORES GODOY|76841|22|16|17|134|6
2757|12|SN|SECTOR|DOLORES GODOY|76841|22|16|17|134|6
2758|0|SN|COLONIA|DOLORES GODOY|76841|22|16|17|134|8
2759|0|KILÓMETRO 156|COTO|SOBRE LA CARRETERA|76842|22|16|17|134|7
2760|0|SN|PRIVADA|TEPOZAN LA NOPALERA|76850|22|1|39|61|8
2761|0|SN|PRIVADA|TEPOZAN LA NOPALERA|76850|22|1|39|61|800
2762|0|SN||TEPOZAN LA NOPALERA|76850|22|1|39|61|800
2763|0|KILÓMETRO 18|SECTOR|BARRIO SAN IDELFONSO|76880|22|1|39|61|800
2764|0|SN||SAN ILDEFONSO TULTEPEC|76887|22|1|39|61|800
2765|0|SN||LAGUNILLAS|76890|22|8|7006|24|800
2766|0|SN||LAGUNILLAS|76890|22|8|17|113|31
2767|13||EJIDO|SANTA TERESA|76976|22|8|7003|001A|800
2768|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2769|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2770|0|SN|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2771|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2772|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2773|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2774|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2775|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2776|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2777|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2778|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2779|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2780|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2781|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2782|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2783|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2784|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2785|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2786|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2787|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2788|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2789|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2790|0|SN||LAGUNILLAS|76980|22|8|17|113|44
2791|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2792|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2793|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2794|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2795|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2796|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2797|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2798|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2799|0|KILÓMETRO 21|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2800|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2801|0|KILÓMETRO 19|EJIDO|LAGUNILLAS|76980|22|8|142|24|800
2802|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2803|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2804|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2805|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2806|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2807|0|SN||LAGUNILLAS|76980|22|8|7006|24|800
2808|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2809|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2810|0|KILÓMETRO 20|EJIDO|LAGUNILLAS|76980|22|8|7004|24|800
2811|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2812|0|SN||LAGUNILLAS|76980|22|8|17|113|43
2813|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2814|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2815|0|SN||LAGUNILLAS|76980|22|8|17|113|43
2816|0|SN||LAGUNILLAS|76980|22|8|17|113|43
2817|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2818|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2819|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2820|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2821|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2822|0|SN||LAGUNILLAS|76980|22|8|17|113|44
2823|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2824|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2825|0|SN||LAGUNILLAS|76980|22|8|17|113|31
2826|0|SN||LAGUNILLAS|76980|22|8|17|113|26
2827|0|KILÓMETRO 1||LAGUNILLAS|76980|22|8|55|24|2
2828|0|KILÓMETRO 18|PUEBLO|CHUNHUAS|77107|23|2|43|650|800
2829|1200||COLONIA|COLONIA MARAVILLA|77660|23|1|1|742|8
2830|0|KILÓMETRO 282+600|COLONIA|PLANTA CALICA|77710|23|1|739|954|800
2831|450||BARRIO|TLAXCALA|78038|24|28|1|280|23
2832|2025||BARRIO|MONTECILLO|78060|24|28|1|2075|9
2833|0|SN|COLONIA|FRACCIONAMIENTO TERCERA CHICA|78100|24|28|1|1344|11
2834|5000||COLONIA|EL MORRO|78100|24|28|1|929|113
2835|4010||FRACCIONAMIENTO|RURAL LOS MAGUEYES|78109|24|28|1|3251|118
2836|1595||COLONIA|LA ANGOSTURA|78117|24|28|1|4461|8
2837|107||COLONIA|INDUSTRIAL AVIACIÓN|78140|24|28|1|172|35
2838|555||COLONIA|MORALES|78180|9|16|1|849|19
2839|1185||COLONIA|TEQUISQUIAPAN|78230|24|28|1|469|11
2840|245||FRACCIONAMIENTO|VIRREYES|78240|24|28|1|1999|1
2841|225||COLONIA|JARDÍN|78260|24|28|1|2003|9
2842|105||EXHACIENDA|TANGAMANGA|78269|24|28|1|2164|8
2843|1430||COLONIA|Jardin|78270|24|28|1|044A|22
2844|560||COLONIA|HIMNO NACIONAL 1A SECCIÓN|78280|24|28|1|222A|20
2845|220|A|COLONIA|BALCONES DEL VALLE|78369|24|28|1|2395|21
2846|105||ZONA INDUSTRIAL|Industrial San Luis|78395|24|28|1|1113|26
2847|315||ZONA INDUSTRIAL|INDUSTRIAL SAN LUIS|78395|24|28|1|1096|16
2848|0|SN|ZONA INDUSTRIAL|INDUSTRIAL SAN LUIS|78395|24|28|1|1096|5
2849|205||ZONA INDUSTRIAL|ZONA INDUSTRIAL|78395|24|28|1|1096|43
2850|125|A||CIUDAD SATELITE|78423|24|28|659|1679|268
2851|0|SN|EJIDO|PLAMA CRUZ|78430|24|35|7203|004A|800
2852|0|KILÓMETRO 5|COLONIA|SAN FELIPE|78430|24|35|1|1048|28
2853|0|SN|PUEBLO|ESTACION VENTURA|78432|24|35|7202|317|800
2854|25|24.5|PRIVADA|LOCALIDAD ECONOMICA|78435|24|4|7202|24|800
2855|200|||MINERA SAN XAVIER|78440|24|9|12|16|800
2856|100||COLONIA|Centro|78440|24|9|1|20|11
2857|250||RANCHO|ESTANCIA DEL ARENAL|78456|24|28|1|343A|5
2858|0|KILÓMETRO 42+500||LOCALIDAD BARRANCAS|78458|24|1|6|75|800
2859|0|SN|RANCHO|XOCONOXTLE|78547|24|55|7209|19|800
2860|0|SN|COLONIA|MINA TIRO GENERAL|78597|24|15|51|136|800
2861|0|KILÓMETRO 8|PRIVADA|LOCALIDAD ECONÓMICA|78600|24|35|267|88|800
2862|307||COLONIA|22 DE MAYO|78715|24|20|1|329|84
2863|53|A|COLONIA|CENTRO|78750|24|15|1|352|16
2864|0|SN|RANCHERÍA|La Pedrera|78803|24|20|179|117|800
2865|0|KILÓMETRO 12|RANCHO|TROJE DE LOS MORENO|78803|24|20|102|13|800
2866|9||COLONIA|CENTRO|78830|24|48|1|90|1
2867|2||COLONIA|CENTRO|78830|24|48|1|52|8
2868||SN|PUEBLO|EJIDO NUÑEZ|78870|24|17|31|268|88
2869|0|KILÓMETRO 1|RANCHO|EL DURAZNO|78994|24|4|7201|24|800
2870|443||COLONIA|CUAUHTÉMOC|79010|24|13|1|106A|15
2871|824||CIUDAD|VALLES|79200|24|40|6|177|800
2872|0|SN|RANCHO|LA CEIBA|79200|24|40|6|177|17
2873|116||COLONIA|MORELOS|79200|24|40|1|043A|13
2874|13||EJIDO|EL ABRA|79250|24|13|4|292|800
2875|0|SN|EJIDO|EL ABRA|79250|24|13|949|292|800
2876|0|SN|EJIDO|EL ABRA|79250|24|13|4|292|800
2877||S/N|OTRO (ESPECIFICAR)|LOCALIDAD CRUZ DE AQUICHE|79251|24|13|524|165|800
2878|0|SN|EJIDO|LOS SABINOS 2|79251|24|13|175|165|800
2879|0|SN|EJIDO|LOS SABINOS NÚMERO DOS|79251|24|13|175|165|800
2880|0|SN|EJIDO|LOS SABINOS DOS|79251|24|13|175|165|800
2881|0|SN|EJIDO|LOS SABINOS 2|79251|24|13|175|165|800
2882|0|SN|EJIDO|LOS SABINOS 2|79251|24|13|175|165|800
2883|0|SN|EJIDO|LOS SABINOS 2|79251|24|13|175|165|800
2884||S/N|COTO|EJIDO MONTECILLOS|79252|24|13|119|165|800
2885|0|SN||EL PUJAL|79260|24|13|10|324|800
2886|161||COLONIA|LA LAJA|79260|24|13|10|324|800
2887|0|SN|PUEBLO|EL ABRA|79273|24|13|1|682|21
2888|326||COLONIA|ESPERANZA SUR|79310|24|58|1|148|1
2889|0|SN|COLONIA|ESPERANZA SUR|79310|24|58|1|148|34
2890|17||OTRO (ESPECIFICAR)|ZONA CENTRO|79402|24|8|1|80|10
2891||KILÓMETRO 20+500|EJIDO|LOCALIDAD LA CAPILLA|79402|24|8|1|031A|1
2892|0|KILÓMETRO 5|RANCHO|SAN VICENTE DE LA CRUZ|79470|24|52|22|74|800
2893|107||RANCHO|POTRERO DE SANTA GERTRUDIS|79487|24|24|1|224|18
2894|0|KILÓMETRO 1+500|PRIVADA|RANCHO FUENTE OVEJUNA|79520|24|50|47|007A|800
2895|171||COLONIA|LA BARRANCA|79540|24|55|1|150|18
2896|0|KILÓMETRO 1+500|RANCHO|TRITURADORA DE MARMOL|79540|24|55|203|23|800
2897|0|SN|RANCHO|LA SALITRERA|79550|24|55|84|80|8
2898|9|||FRACCIÓN SÁNCHEZ|79560|24|32|1|279|12
2899|0|SN|EJIDO|NINGUNO|79560|24|32|7202|025A|800
2900|0|SN|COLONIA|COLONIA LOMA BONITA|79560|24|32|1|279|19
2901|104|||LA PIEDAD|79590|24|43|31|18|800
2902|2|SN||LOS CHARCOS|79590|24|43|31|18|800
2903|190|SN||LOS CHARCOS|79590|24|43|31|18|800
2904|0|SN||CASA HABITACION|79590|24|43|31|18|800
2905|13|SN||LOS CHARCOS|79590|24|43|31|18|800
2906|0|SN||LOS CHARCOS|79590|24|43|31|18|800
2907|1|A||LOS CHARCOS|79590|24|43|31|18|800
2908|4|SN|PRIVADA|LOS CHARCOS|79590|24|43|31|18|800
2909|3||PRIVADA|LOS CHARCOS|79590|24|43|31|18|800
2910|17|SN||EL PATOL|79590|24|43|31|18|800
2911|9|||CHARCOS|79590|24|43|31|18|800
2912|59||BARRIO|BARRIO LA PIEDAD|79590|24|43|31|18|800
2913|45|||BARRIO LA PIEDAD|79594|24|43|31|18|800
2914|0|SN||DOM. NINGUNO LOS CHARCOS|79594|24|43|31|18|800
2915|107||COLONIA|CENTRO|79610|24|24|1|224|17
2916|0|SN|RANCHO|EL TULILLO|79646|24|24|96|351|800
2917|0|SN|EJIDO|LOS LLANITOS|79654|24|11|135|52|800
2918|0|SN|SECTOR|NINGUNO|79674|24|24|79|135|16
2919|9||BARRIO|CENTRO|79680|24|27|1|018A|18
2920|16||OTRO (ESPECIFICAR)|ZONA CENTRO|79690|24|24|1|224|18
2921|5||BARRIO|BARRIO DE GUADALUPE TAMAN|79960|24|37|40|003A|12
2922||SN|PRIVADA|BARRIO DE GUADALUPE|79960|24|37|40|003A|12
2923||SN|BARRIO|BARRIO DE GUADALUPE|79960|24|37|40|003A|12
2924|0|SN||TLACUILOLA|79960|24|37|105|003A|800
2925|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2926|0|SN||TLACUILOLA|79960|24|37|105|003A|12
2927|0|SN|COLONIA|ZACATIPAN|79960|24|37|1|400|1
2928|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2929|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2930|0|SN|COLONIA|ZACATIPAN|79960|24|37|1|400|1
2931|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2932|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2933|236||COLONIA|XEW|79960|24|37|1|028A|27
2934|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2935|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2936|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2937|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2938|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2939|0|SN|COLONIA|XEW|79960|24|37|1|028A|20
2940|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2941|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2942|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2943|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2944|0|SN|COLONIA|LOS NARANJOS|79960|24|37|1|294|21
2945|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2946|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2947|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2948|0|SN|COLONIA|XEW|79960|24|37|1|028A|27
2949|0|SN|BARRIO|BARRIO DE GUADALUPE|79960|24|37|40|003A|12
2950|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|800
2951|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2952|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|800
2953|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2954|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2955|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2956|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2957|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2958|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2959|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2960|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2961|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|18
2962|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|14
2963|0|SN|BARRIO|OJOXIO|79960|24|37|82|003A|25
2964|0|SN||TAMAN|79960|24|37|82|003A|5
2965|0|SN|COLONIA|LOMA DE ORIENTE|79960|24|37|82|003A|21
2966|0|SN||TAMAN|79960|24|37|82|003A|18
2967|0|SN||TAMAN|79960|24|37|82|003A|5
2968|0|SN||TAMAN|79960|24|37|82|003A|5
2969|0|SN||TAMAN|79960|24|37|82|003A|19
2970|0|SN||TAMAN|79960|24|37|82|003A|24
2971|0|SN||TEMAMATLA|79960|24|37|85|59|20
2972|0|SN||TEMAMATLA|79960|24|37|85|59|20
2973|0|SN||TEMAMATLA|79960|24|37|85|59|20
2974|0|SN||TEMAMATLA|79960|24|37|85|59|20
2975|0|SN||TAMAN|79960|24|37|40|003A|800
2976|0|SN|BARRIO|BARRIO DE GUADALUPE|79960|24|37|40|003A|800
2977|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|12
2978|0|SN|BARRIO|DE GUADALUPE|79960|24|37|40|003A|800
2979|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2980|0|SN||TLACUILOLA|79960|24|37|105|003A|12
2981|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2982|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2983|0|SN||TEMAMATLA|79960|24|37|183|59|800
2984|0|SN||TEMAMATLA|79960|24|37|183|59|800
2985|0|SN||POXTLA|79960|24|37|321|003A|800
2986|0|SN||POXTLA|79960|24|37|321|003A|800
2987|0|SN||TLACUILOLA|79960|24|37|105|003A|12
2988|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2989|0|SN||TLACUILOLA|79960|24|37|105|003A|5
2990||SN|OTRO (ESPECIFICAR)|BARRIO DE GUADALUPE|79960|24|37|40|003A|12
2991|0|SN||RÍO CLARO (LAS ADJUNTAS)|79960|24|37|327|82|800
2992||S/N|BARRIO|LOCALIDAD BARRIO DE GUADALUPE|79963|24|37|40|003A|12
2993||S/N|OTRO (ESPECIFICAR)|BARRIO DE GUADALUPE TAMAN|79963|24|37|40|003A|12
2994||SN|BARRIO|BARRIO DE GUADALUPE|79963|24|37|40|003A|12
2995|102|SN|COLONIA|MIGUEL ALEMAN|80010|25|6|1|348A|34
2996|6799||COLONIA|6 DE ENERO|80018|25|6|1|3278|26
2997|6055||PUEBLO|PALOS BLANCO|80019|25|6|1|3032|39
2998|1792||PRIVADA|LA RIBERA|80020|25|6|1|4007|44
2999|0|SN|COLONIA|BUROCRATA|80030|25|6|487|2462|9
3000|0|SN|COLONIA|LOMA DE RODRIGUERA|80030|25|6|1|95|33
3001|0|SN|COLONIA|MOJOLO|80040|25|6|487|2462|9
3002|1410|1410|COLONIA|LAS QUINTAS|80060|25|6|1|131|57
