id_direccion|Tipo de vialidad|Nombre de la vialidad|Tipo de entre vialidad 1|Nombre de entre vialidad 1|Tipo de entre vialidad 2|Nombre de entre vialidad 2|Tipo de entre vialidad 3|Nombre de entre vialidad 3
822|CAMINO|EL REFUGIO ( EL CONEJO )|CAMINO|EL REFUGIO ( EL CONEJO )|BRECHA|BANCO DE MATERIAL 2 CERRO LARGO|CERRADA|NINGUNO
823|CARRETERA|EJIDO EL TUNAL Y ANEXOS|CAMINO|CAMINO A BANCO MATERIAL 2 CERRO LARGO|CAMINO|CAMINO AL BANCO DE MATERIAL 1 LAS PEÑAS|CAMINO|BANCO DE MATERIAL 3 EL ENCINAL
824|CAMINO|CAMINO A LA PIEDRERA EJIDO EL CONEJO|CAMINO|CAMINO AL BANCO DOS DE LA PIEDRERA EJIDO EL CONEJO|CAMINO|CAMINO A LA PIEDRERA BANCO DOS EJIDO EL CONEJO|CAMINO|CAMINO A LA PIEDRERA BANCO TRES EL ENCINAL EJIDO EL CONEJO
825|CAMINO|EL REFUGIO ( EL CONEJO )|CAMINO|BANCO DE MATERIAL 2 CERRO LARGO|CAMINO|BANCO DE MATERIAL 1 LAS PEÑAS|CAMINO|BANCO DE MATERIAL 3 EL ENCINAL
826|CAMINO|EL REFUGIO ( EL CONEJO )|CAMINO|EL REFUGIO ( EL CONEJO )|BRECHA|BANCO DE MATERIAL 1 LAS PEÑAS|CERRADA|NINGUNO
827|CAMINO|CAMINO AL BANCO UNO LAS PEÑAS|CAMINO|CAMINO AL BANCO DE PIEDRA UNO LAS PEÑAS|CAMINO|CAMINO AL BANCO DOS CERRO LARGO|CERRADA|NINGUNO
828|CALLE|NINGUNO|CALLE|PLAZA ALEJANDRA|CALLE|DIVISIÓN DURANGO|CALLE|ARMILLITA
829|BOULEVARD|DE LA SIERRA 1||||||
830|PRIVADA|DOMICILIO CONOCIDO||||||
831|CALLE|FANY ANITUA|CALLE|SILVESTRE REVUELTAS|CALLE|AQUILES SERDAN|CALLE|VELINO M. PREZA
832|CARRETERA|ANTIGUA CARRETERA DINAMITA LA TORRENA|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
833|CALLE|FELIPE ÁNGELES|AVENIDA|BRAVO|AVENIDA|ALDAMA|CALLE|JUSTO SIERRA
834|BOULEVARD|VALLE DEL GUADIANA|CALZADA|LÁZARO CÁRDENAS|CALLE|CUATRO CIÉNEGAS|CALLE|NAZAS
835|CALLE|CUATRO CIÉNEGAS|CALLE|TOPIA|CALZADA|VALLE DEL GUADIANA|CALZADA|NINGUNO
836|CALLE|GUANACEVÍ|CALLE|ACATITA DE BAJÁN|CALLE|PIEDRAS NEGRAS|CALLE|CANELAS
837|VIADUCTO|VALLE DEL GUADIANA Y PIEDRAS NEGRAS|CALLE|MIGUEL HIDALGO PONIENTE|CALLE|MELCHOR OCAMPO PONIENTE|CALLE|PORFIRIO DIAZ SUR
838|CALLE|ANTIGUA CARRETERA A DURANGO||NINGUNO||NINGUNO||NINGUNO
839|CARRETERA|CARRETERA LA TORRENA DINAMITA||NINGUNO||NINGUNO||NINGUNO
840|CARRETERA|CARRETERA A DINAMITA||NINGUNO||NINGUNO||NINGUNO
841|BOULEVARD|CARRETERA CANAL SACRAMENTO MARGEN DERECHO||NINGUNO||NINGUNO||NINGUNO
842|CALLE|CANAL DE SACRAMENTO||NINGUNO||NINGUNO||NINGUNO
843|PROLONGACIÓN|FRANCISCO ZARCO|CALLE|LIBRAMIENTO PERIFÉRICO|BOULEVARD|TLAHUALILO|CALLE|FRANCISCO ZARCO
844|CARRETERA|CARRETERA GOMEZ PALACIO A RANCHO LA LUZ KM 13||NINGUNO||NINGUNO||NINGUNO
845|CALLE|LAURELES|CALLE|PASEO DE LAS PALMAS|CALLE|MONTES URALES||NINGUNO
846|AVENIDA|BENITO JUÁREZ|CALLE|FRANCISCO MONTES DE OCA|CALLE|GONZALEZ BOCANEGRA|CALLE|PINO SUÁREZ
847|CARRETERA|CARRETERA A NAZARENO||NINGUNO||NINGUNO||NINGUNO
848|CARRETERA|TORREÓN CIUDAD JUAEZ COMPUERTAS DE SAN FERNANDO||NINGUNO||NINGUNO||NINGUNO
849|AVENIDA|MARIANO JIMÉNEZ||||||
850|CALLE|NINGUNO|AVENIDA|PATONI|CALLE|NINGUNO||
851|CALLE|NINGUNO|CAMINO|NINGUNO||NINGUNO|CALLE|NINGUNO
852|AVENIDA|HIDALGO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
853|CALLE|AGUASCALIENTES|CALLE|NINGUNO|CALLE|NOGAL|AVENIDA|BAJA CALIFORNIA
854|AVENIDA|CARRETERA CUENCAME-FRESNILLO|CALLE|MORELOS|CALLE|5 DE MAYO|CALLE|GUADALUPE VICTORIA
855|CALLE|BENITO JUÁREZ||||||
856|CARRETERA|CARRETERA PEDRICENA NAZAS|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
857|CARRETERA|CARRETERA A NAZAS KM 2.5||||||
858|CARRETERA|GUANAJUATO-SILAO|CALLE|NINGUNO|CALLE|CANTERAS||
859|CALLE|CARRETERA PANORÁMICA||||||
860|CALLE|CARRETERA PANORÁMICA|CARRETERA|PANORÁMICA|CALLE|BUSTOS|CARRETERA|A DOLORES HIDALGO
861|CALLE|CARRETERA PANORÁMICA|CALLE|DE SOLÍS|CARRETERA|A DOLORES HIDALGO||
862|CALLE|CARRETERA PANORÁMICA||||||
863|CARRETERA|A JUVENTINO ROSAS|CALLE|AZALEA|CALLE|ROSA||NINGUNO
864|CARRETERA|A JUVENTINO ROSAS||||||
865|CAMINO|GUANAJUATO A MONTE DE SAN NICOLÁS|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
866|CARRETERA|GUANAJUATO-JUVENTINO ROSAS|CALLE|VILLAGRÁN DE LA LUZ|CALLE|JACARANDA|CALLE|CIPRÉS
867|CARRETERA|Guanajuato-Juventino Rosas|PRIVADA|Acceso a Villas de Marfil|CALLE|Villa Jacarandá|CALLE|Ninguno
868|CALLE|SUBIDA DEL MOLINO|CARRETERA|ARRULLO DE DIOS|CARRETERA|ARRULLO DE DIOS|CARRETERA|DEL MOLINO
869|CAMINO|SANTA ANA-MINERAL DE LA LUZ MARGEN DERECHO||NINGUNO||NINGUNO||NINGUNO
870|CARRETERA|CARRETERA LIBRE GUANAJUATO-SILAO||NINGUNO||NINGUNO||OK
871|BRECHA|CARRETERA SILAO-IRAPUATO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
872|CARRETERA|CARRETERA LEON-CUERAMARO||NINGUNO||NINGUNO||NINGUNO
873||LIBRAMIENTO SALAMANCA CELAYA|CAMINO|SUBESTACIÓN ELÉCTRICA|CAMINO|CERRO DE LAS ANTENAS|CAMINO|A LAS GRANJAS
874|OTRA (ESPECIFICAR)|PÁNUCO|OTRA (ESPECIFICAR)|ÉBANO|OTRA (ESPECIFICAR)|NINGUNO||
875|BOULEVARD|HIDALGO|CALLE|AGUSTÍN DE ITURBIDE|CALLE|JUAN ALBURQUERQUES|CALLE|BENITO JUAREZ
876|CAMINO|MOLINO DE SANTA ANA||||||
877|CARRETERA|EJIDO GUADALUPE RIVERA||||||
878|CARRETERA|NINGUNO|CAMINO|CAPADERO|CAMINO|CAPADERO|CAMINO|CAPADERO
879|CARRETERA|CARRETERA LEÓN SAN FELIPE||||||
880||CARRETERA IRAPUATO - ABASOLO||||||
881|CALLE|NINGUNO||NINGUNO||NINGUNO||NINGUNO
882|CALLE|CERRO GORDO|BOULEVARD|CLOUTIER|BOULEVARD|PASEO DEL MORAL||
883|CAMINO|TRAMO LA PATIÑA - COMANJA MARGEN IZQUIERDO KILÓMETRO 1.5||NINGUNO||NINGUNO||NINGUNO
884|CARRETERA|CARRETERA A CUERAMARO||NINGUNO||NINGUNO||NINGUNO
885|CALLE|PLOMO DE SAN JOSÉ|CALLE|ORO|CALLE|PLATA||SELECCIONE UNA OPCIÓN
886|CARRETERA|CARRETERA LIBRE GUANAJUATO - SILAO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
887|CALLE|CHAPULTEPEC|CALLE|AVENIDA INSURGENTES|CALLE|NORIEGA|CALLE|PURÍSIMA
888|CAMINO|CERRITO DE LAS ÁNIMAS - LA LOZA DE LOS PADRES MARGEN DERECHO KILÓMETRO 0.1||NINGUNO||NINGUNO||NINGUNO
889|AVENIDA|ANTIGUO CAMINO A COMANJA||NINGUNO||NINGUNO||NINGUNO
890|CARRETERA|CARRETERA SANTANA||||||
891|CAMINO|TERRACERIA LOS LÓPEZ - GRANJAS ECONÓMICAS MARGEN DERECHO KILÓMETRO 3.5||NINGUNO||NINGUNO||NINGUNO
892|CALLE|16 DE SEPTIEMBRE|CALLE|VELASCO IBARRA|PRIVADA|SANTA A NA|CALLE|ITURBIDE
893|CARRETERA|SAN LUIS DOLORES HIDALGO|CARRETERA|LIBRAMIENTO SUR|CALLE|NINGUNO||NINGUNO
894|CALLE|MORELOS|CALLE|NINGUNO|CALLE|NINGUNO|BOULEVARD|AL FERROCARRIL
895|CAMINO|VICTORIA A MESA PRIETA MÁRGEN DERECHO||NINGUNO||NINGUNO||NINGUNO
896|CALLE|LUIS. H. DUCOING|CAMINO|AL CERRO DEL JARDÍN|CAMINO|VELASCO|CAMINO|MINA
897|CALLE|CALLE EL SAUZ|CALLE|CAMINO AL CERRO|AVENIDA|SAUZ|CAMINO|AL CERRO LA CANTERA
898|AVENIDA|LA CANTERA|PRIVADA|GARIBALDI|CALLE|SAUZ|CALLE|NINGUNO
899|AVENIDA|RANCHO LA CANTERA|CALLE|LAS LAJAS|AVENIDA|LA CANTERA|CALLE|AL CERRO LA CANTERA
900|CALLE|CALLE NINGUNO POR LA PRIMARIA||||||
901|CAMINO|SAN JOSÉ ITURBIDE-EL ARENAL DE ARRIBA MARGEN DERECO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
902|AVENIDA|MONTES URALES|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
903|CALLE|20 DE NOVIEMBRE|CAMINO|CERRRO|CAMINO|CERRO|CAMINO|CERRO LAS BRUJAS
904|CALLE|27 DE AGOSTO|CAMINO|NINGUNO|CALLE|NINGUNO|CAMINO|NINGUNO
905|CARRETERA|CARRETERA JUVENTINO ROSAS - GUANAJUATO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|CERRO
906|CARRETERA|PANAMERICANA||NINGUNO||NINGUNO||NINGUNO
907|CARRETERA|VALLE-GUARAPO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
908|TERRACERÍA|EJIDO SAN NICOLAS PARANGUEO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
909|CALLE|UNIVERSIDAD||||||
910|TERRACERÍA|CARRETERA LIBRE VALLE-MORELIA||NINGUNO||NINGUNO||NINGUNO
911|TERRACERÍA|CAMINO SAN JOSE DE LA ABATEA|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NIGUNO
912|CALLE|MIGUEL HIDALGO||||||
913|TERRACERÍA|DOM. NINGUNO||NINGUNO||NINGUNO||NINGUNO
914|CALLE|CALLE ÁLAMOS|CALLE|PINOS|CALLE|ALAMOS|CALLE|CEDROS
915|CALLE|GUERRERO|CALLE|PEDRO MORENO|CALLE|LEONA VICARIO|CALLE|MELCHOR OCMPO
916|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CALLE|RIO BLANCO
917|CAMINO|CALLE RÍO BLANCO ESQUINA EJIDO|CAMINO|CERRO EJIDO SAN ISIDRO|CAMINO|CERRO EJIDO SAN ISIDRO|CAMINO|CERRO EJEIDO SAN ISIDRO
918|CAMINO|CAMINO A SAN ANTONIO|CAMINO|CERRO BARRANCAS DE CAMACHO|CAMINO|CERRO DEL CAZO|CAMINO|CERRO DEL CASSO
919|CARRETERA|LIBRAMIENTO DE SALVATIERRA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
920|CARRETERA|CARRETERA IRAMUCO|CALLE|VENUSTIANO CARRANZA|CALLE|NINGUNO|CALLE|EMILIANO ZAPATA
921|CALLE|IGNACIO ZARAGOZA|CALLE|5 DE MAYO|CALLE|VENUSTIANO CARRANZA|CALLE|ALCAPAROSA
922|CARRETERA|CARRETERA A TARIMORO APASEO|CAMINO|CERRO COLORADO|CARRETERA|EL TORO|BRECHA|CERRO EL TORO
923|CARRETERA|CARRETERA ACAMBARO-IRAMUCO||VÍAS DEL FERROCARRIL|CALLE|NINGUNO|CAMINO|NINGUNO
924|AVENIDA|16 DE SEPTIEMBRE|CARRETERA|TARANDA - JERECUARO|CALLE|ARROYO SAN ANDRÉS||VIAS DEL FERROCARRIL
925|CALLE|SONORA|CALLE|MICHOACÁN|BOULEVARD|AMERICA|CALLE|SONORA
926|CALLE|SONORA|CALLE|MICHOACÁN|BOULEVARD|AMERICA|CALLE|SONORA
927|CARRETERA|CARRETERA SALVATIERRA A ACÁMBARO|CAMINO|AL CERRO TETILLAS|CAMINO|CERRO TETILLAS|CAMINO|CERRO TETILLAS
928|CARRETERA|CARRETERA SALVATIERRA - ACÁMBARO|CAMINO|EJIDO SAN MIGUEL|CAMINO|EJIDAL|CAMINO|CERRO
929|CARRETERA|ESTATAL CHILPANCINGO - CHICHIHUALCO||NINGUNO||NINGUNO||NINGUNO
930|CALLE|SAÚL ABARCA ALARCÓN|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
931|CALLE|SAÚL ABARCA ALARCÓN|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
932|CARRETERA|CARRETERA CHILPANCINGO - CHICHIHUALCO||NINGUNO||NINGUNO||NINGUNO
933|CARRETERA|CARRETERA CHILPANCINGO-CHICHIHUALCO||NINGUNO||NINGUNO||NINGUNO
934|CARRETERA|CARRETERA CHILPANCINGO-CHICHIHUALCO||NINGUNO||NINGUNO||NINGUNO
935|CALLE|SAÚL ABARCA ALARCÓN|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
936|PRIVADA|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
937|CARRETERA|CARRETERA TIXTLA ATLIACA KILOMETR0 9|CERRADA|NINGUNO|CAMINO|NINGUNO||NINGUNO
938|PRIVADA|NINGUNO|CALLE|HIDALGO|CALZADA|HUAMUCHITL||NINGUNO
939|CALLE|GAVIOTAS|CALLE|DOCTOR SAUL ALARCÓN ABARCA||NINGUNO|CALLE|NINGUNO
940|CALLE|HUAMÚCHIL|BOULEVARD|RENE JUEREZ CISNEROS|PRIVADA|NINGUNO|PRIVADA|NINGUNO
941|PRIVADA|NINGUNO|CALLE|DOCTOR SAUL ALARCÓN ABARCA|AVENIDA|TABIQUEROS|CALLE|NINGUNO
942|PRIVADA|NINGUNO|CALLE|HIDALGO|CALZADA|HUAMUCHIL||NINGUNO
943|PRIVADA|NINGUNO|CALLE|HIDALGO|CALZADA|HUAMUVHITL||NINGUNO
944|PRIVADA|NINGUNO|CALLE|HIDALGO|CALZADA|HUAMUCHITL||NINGUNO
945|PRIVADA|NINGUNO|CALLE|HIDALGO|CALZADA|HUAMUCHITL||NINGUNO
946|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|DOCTOR SAUL ALARCON ABARCA||NINGUNO
947||NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
948||EL CAPIRE|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
949|CALLE|GUERRERO|CALLE|HIDALGO|CERRADA|NINGUNO||NINGUNO
950||EL CAPIRE||NINGUNO||NINGUNO||NINGUNO
951||EL CAPIRE||NINGUNO||NINGUNO||NINGUNO
952||CAPIRE|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
953|PRIVADA|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
954|PRIVADA|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
955||CAPIRE|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
956|CARRETERA|ESTATAL OCOTITO TLAHUIZAPA|CARRETERA|AUTOPISTA DEL SOL MEXICO-ACAPULCO||NINGUNO||NINGUNO
957|VEREDA|DE LA COMOSION|VEREDA|NINGUNO||NINGUNO||NINGUNO
958|CARRETERA|ESTATAL OCOTITO TLAHUIZAPA|CARRETERA|AUTOPISTA DEL SOL MÉXICO ACAPULCO||NINGUNO||NINGUNO
959|CALLE|NINGUNO||NINGUNO||NINGUNO||NINGUNO
960|TERRACERÍA|A BUENA VISTA||NINGUNO||NINGUNO||NINGUNO
961|CALLE|NINGUNO|BOULEVARD|AUTOPISTA DEL SOL|CALLE|NINGUNO||NINGUNO
962|AVENIDA|LA TRANCA|CALLE|NINGUNO||NINGUNO||NINGUNO
963|CALLE|CAMINO REAL|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
964|CALLE|NINGUNO||NINGUNO|CALLE|NINGUNO||NINGUNO
965|CALLE|CAMINO REAL|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
966|TERRACERÍA|PEÑA COLORADA||NINGUNO||MEXICO ACAPULCO||EL OCOTITO
967|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
968|CALLE|NINGUNO|CALLE|CAMINO REAL|CALLE|NINGUNO||NINGUNO
969|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|CAMINO REAL
970|CALLE|CAMINO REAL|CALLE|NINGUNO||NINGUNO||NINGUNO
971|CARRETERA|CARRETERA TIXTLA-ATLIACA KILÓMETRO 4|BRECHA|NINGUNO||NINGUNO||NINGUNO
972|CARRETERA|CARRETERA TIXTLA ATLIACA|CARRETERA|TIXTLA ATLIACA KM 4||NINGUNO|VEREDA|NINGUNO
973|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KM8|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
974|BRECHA|NINGUNO||NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
975|BRECHA|NINGUNO|VEREDA|NINGUNO||NINGUNO|VEREDA|NINGUNO
976|CARRETERA|CARRETERA ESTATAL TIXTLA ATLIACA|BRECHA|NINGUNO||NINGUNO||NINGUNO
977|CARRETERA|TIXTLA ATLIACA|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KM 4||NINGUNO|VEREDA|NINGUNO
978||NINGUNO|BRECHA|NINGUNO||NINGUNO||NINGUNO
979||NINGUNO|VEREDA|NINGUNO||NINGUNO||NINGUNO
980|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||
981|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 9|BRECHA|NINGUNO||NINGUNO||NINGUNO
982|CARRETERA|CARRETERA TIXTLA ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
983|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 9|BRECHA|NINGUNO|CAMINO|NINGUNO||NINGUNO
984|CARRETERA|CARRETERA FEDERAL TIXTLA APANGO KILÓMETRO 9||NINGUNO|CERRADA|NINGUNO||NINGUNO
985|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
986|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA|BRECHA|NINGUNO||NINGUNO||NINGUNO
987|BRECHA|NINGUNO|CAMINO|NINGUNO|BRECHA|NINGUNO|BRECHA|NINGUNO
988|CARRETERA|NINGUNO|BRECHA|NINGUNO|CAMINO|NINGUNO||NINGUNO
989|CARRETERA|CARRETERA TIXTLA- ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO||NINGUNO
990|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA|PRIVADA|NINGUNO|PRIVADA|NINGUNO||NINGUNO
991|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIAKA KM9|BRECHA|NINGUNO|VEREDA|VINGUNO|VEREDA|NINGUNO
992|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 9|BRECHA|NINGUNO|BRECHA|NINGUNO|VEREDA|NINGUNO
993|CARRETERA|CARRETERA TIXTLA - ATLIACA|BRECHA|NINGUNO|VEREDA|NINGUNO||NINGUNO
994|CARRETERA|CARRETERA TIXTLA-ATLIACA||NINGUNO|BRECHA|NINGUNO|BRECHA|NINGUNO
995|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA|BRECHA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
996|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA||NINGUNO|BRECHA|NINGUNO||NINGUNO
997|CARRETERA|NINGUNO|BRECHA|NINGUNO|BRECHA|NINGUNO||NINGUNO
998|CARRETERA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO||NINGUNO
999|CARRETERA|CARRETERA TIXTLA-ATLIACA-TIERRAS BLANCAS||NINGUNO|BRECHA|NINGUNO|VEREDA|NINGUNO
1000|BRECHA|NINGUNO|BRECHA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1001|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA||NINGUNO|CARRETERA|NINGUNO|VEREDA|NINGUNO
1002|CARRETERA|CARRETERA TIXTLA ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1003|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA|VEREDA|NINGUNO|BRECHA|NINGUNO|VEREDA|NINGUNO
1004|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 8|VEREDA|NINGUNO||NINGUNO||NINGUNO
1005|BRECHA|NINGUNO|BRECHA|NINGUNO||NINGUNO|VEREDA|NINGUNO
1006|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 9|BRECHA|NINGUNO|BRECHA|NINGUNO||NINGUNO
1007|CARRETERA|CARRETERA TIXTLA-ATLIACA KILÓMETRO 9|BRECHA|NINGUNO|CAMINO|NINGUNO||NINGUNO
1008|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 8|VEREDA|NINGUNO||NINGUNO|VEREDA|NINGUNO
1009|CARRETERA|CARRETERA TIXTLA ATLIACA||NINGUNO|CARRETERA|NINGUNO|VEREDA|NINGUNO
1010|CARRETERA|CARRETERA TIXTLA ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO||NINGUNO
1011|CARRETERA|CARRETERA TIXTLA ATLIACA|VEREDA|NINGUNO||NINGUNO||NINGUNO
1012|CARRETERA|CARRETERA TIXTLA - ATLIACA||NINGUNO|BRECHA|NINGUNO||NINGUNO
1013|CARRETERA|CARRETERA TIXTLA ATLIACA|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1014|CARRETERA|CARRETERA FEDERAL TIXTLA ATLICA KILÓMETRO 8|CARRETERA|NINGUNO||NINGUNO|VEREDA|NINGUN0
1015|CARRETERA|CARRETERA ATLIACA APANGO KILÓMETRO 1|CAMINO|NINGUNO|BRECHA|NINGUNO||NINGUNO
1016|CARRETERA|CARRETERA TIXTLA ATLIACA||NINGUNO|CARRETERA|TIXTLA ATLICA|VEREDA|NINGUNO
1017|BRECHA|NINGUNO|BRECHA|NINGUNO|VEREDA|NINGUNO||NINGUNO
1018|CARRETERA|CARRETERA FEDERAL TIXTLA APANGO KILÓMETRO 9||NINGUNO|PRIVADA|NINGUNO||NINGUNO
1019|CARRETERA|CARRETERA TIXTLA-ATLIACA|BRECHA|NINGUNO|BRECHA|NINGUNO||NINGUNO
1020|CARRETERA|CARRETERA ESTATAL TIXTLA ATLIACA||NINGUNO|CARRETERA|CARRETERA ESTATAL TIXTLA ATLIACA|BRECHA|NINGUNO
1021|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 4||NINGUNO|BRECHA|NINGUNO||NINGUNO
1022|CARRETERA|ATLIACA APANGO|BRECHA|NINGUNO|BRECHA|NINGUNO||NINGUNO
1023|CARRETERA|NINGUNO|VEREDA|NINGUNO|BRECHA|NINGUNO||NINGUNO
1024||NINGUNO|VEREDA|NINGUNO||NINGUNO||LAS HUERTAS
1025|CARRETERA|ATLIACA APANGO||||||
1026||NINGUNO|CALLE|REFORMA||NINGUNO|CALLE|NINGUNO
1027||NINGUNO|CAMINO|NINGUNO|BRECHA|NINGUNO||NINGUNO
1028||NINGUNO|BRECHA|NINGUNO||NINGUNO||NINGUNO
1029||NINGUNO|CALLE|NINGUNO|CAMINO|NINGUNO|CALLE|NINGUNO
1030|CARRETERA|CARRETERA FEDERAL TIXTLA ATLIACA KILÓMETRO 9||NINGUNO|BRECHA|NINGUNO||NINGUNO
1031|BRECHA|BRECHA NINGUNO DE LA CARRETERA TIXTLA ATLIACA PUNTO NINGUNO LAS MOJONERAS|BRECHA|NINGUNO||NINGUNO||NINGUNO
1032|CARRETERA|CARRETERA TIXTLA ATLIACA|CARRETERA|NINGUNO||NINGUNO||NINGUNO
1033|CARRETERA|CARRETERA TIXTLA - ATLIACA|BRECHA|NINGUNO||NINGUNO|VEREDA|NINGUNO
1034|CARRETERA|CARRETERA TIXTLA ATLIACA||NINGUNO||NINGUNO||NINGUNO
1035|CARRETERA|ATLIACA APANGO|BRECHA|NINGUNO|CAMINO|NINGUNO||NINGUNO
1036|CARRETERA|NINGUNO|PRIVADA|NINGUNO||TERRENOS DE LABOR||NINGUNO
1037|CARRETERA|DOMICILIO NINGUNO LAS HUERTAS|CALLE|NINGUNO|CAMINO|NINGUNO|CALLE|NINGUNO
1038|CARRETERA|DOMICILIO NINGUNO LAS HUERTAS|CAMINO|CAMINO RUMBO A APANGO||NINGUNO||NINGUNO
1039||NINGUNO|CAMINO|NINGUNO|CARRETERA|NINGUNO||NINGUNO
1040|CARRETERA|LAS HUERTAS|CAMINO|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1041|CARRETERA|MOCHITLAN QUECHULTENANGO||NINGUNO||NINGUNO||NINGUNO
1042|CALLE|CERRO DE PIEDRA|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1043|CARRETERA|CARRETERA VÍA BARRA VIEJA|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1044|CARRETERA|FEDERAL ACAPULCO-PINOTEPA KILÓMETRO 30|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1045|CAMINO|CAMINO BLANCO DE RINCÓN DE SANTIAGO CALLE PERIFÉRICO SUR||||||
1046|AVENIDA|INSURGENTES|PROLONGACIÓN|ANDRÉS ABUNDES HORIHUELA|CARRETERA|NINGUNO|CALLE|NIÑOS HEROES
1047|CALLE|NINGUNO||BALSAS||NINGUNO||RÍO CAÑADA DEL ZOPILOTE
1048|CALLE|DOM. NINGUNO||PARAJE||||
1049|CALLE|DOM. NINGUNO||||||
1050|CALLE|DOM. NINGUNO||||||
1051|CALLE|DOM. NINGUNO||||||
1052|CALLE|DOM. NINGUNO||||||
1053|CALLE|DOM. NINGUNO||||||
1054|CALLE|16 DE SEPTIEMBRE||||||
1055||DOM. NINGUNO||||||
1056||NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
